direction,entry_time,entry_price,exit_time,exit_price,size,pnl,pnl_percent,signal_type,exit_reason
LONG,2024-02-06T21:08:00,3831.0,2024-02-06T21:14:00,3829.0,1.0,-2.0,-0.05220569042025581,BULL_BREAKOUT,止损触发
LONG,2024-02-21T11:10:00,3808.0,2024-02-21T11:12:00,3825.0,1.0,17.0,0.4464285714285714,BULL_BREAKOUT,目标达成
LONG,2024-02-21T11:12:00,3825.0,2024-02-21T14:47:00,3791.0,1.0,-34.0,-0.8888888888888888,BULL_BREAKOUT,止损触发
LONG,2024-03-04T14:48:00,3751.0,2024-03-04T14:51:00,3753.0,1.0,2.0,0.053319114902692616,BULL_BREAKOUT,目标达成
LONG,2024-03-04T14:52:00,3756.0,2024-03-04T14:55:00,3767.0,1.0,11.0,0.2928647497337593,BULL_BREAKOUT,目标达成
LONG,2024-03-04T14:58:00,3763.0,2024-03-04T21:01:00,3753.0,1.0,-10.0,-0.26574541589157585,BULL_BREAKOUT,止损触发
LONG,2024-03-04T21:01:00,3753.0,2024-03-04T21:09:00,3749.0,1.0,-4.0,-0.10658140154543032,BULL_BREAKOUT,止损触发
SHORT,2024-03-13T14:48:00,3579.0,2024-03-13T14:49:00,3583.0,1.0,-4.0,-0.11176306230790724,BEAR_BREAKOUT,目标达成
SHORT,2024-03-28T09:48:00,3459.0,2024-03-28T09:52:00,3455.0,1.0,4.0,0.11564035848511131,BEAR_BREAKOUT,目标达成
SHORT,2024-03-28T09:52:00,3455.0,2024-03-28T10:07:00,3449.0,1.0,6.0,0.1736613603473227,BEAR_BREAKOUT,目标达成
LONG,2024-04-01T14:14:00,3421.0,2024-04-01T14:18:00,3428.0,1.0,7.0,0.20461853259280913,BULL_BREAKOUT,目标达成
LONG,2024-04-01T14:18:00,3428.0,2024-04-01T14:42:00,3437.0,1.0,9.0,0.26254375729288215,BULL_BREAKOUT,目标达成
LONG,2024-04-17T14:58:00,3680.0,2024-04-17T14:59:00,3681.0,1.0,1.0,0.02717391304347826,BULL_BREAKOUT,目标达成
LONG,2024-04-17T14:59:00,3681.0,2024-04-17T21:01:00,3688.0,1.0,7.0,0.19016571583808747,BULL_BREAKOUT,目标达成
LONG,2024-04-17T21:01:00,3688.0,2024-04-17T21:05:00,3681.0,1.0,-7.0,-0.1898047722342733,BULL_BREAKOUT,止损触发
LONG,2024-05-21T21:28:00,3768.0,2024-05-21T21:29:00,3769.0,1.0,1.0,0.02653927813163482,BULL_BREAKOUT,目标达成
SHORT,2024-06-12T21:22:00,3617.0,2024-06-12T21:23:00,3616.0,1.0,1.0,0.02764722145424385,BEAR_BREAKOUT,目标达成
SHORT,2024-06-12T21:23:00,3616.0,2024-06-12T21:42:00,3617.0,1.0,-1.0,-0.02765486725663717,BEAR_BREAKOUT,目标达成
SHORT,2024-06-18T14:51:00,3623.0,2024-06-18T22:05:00,3639.0,1.0,-16.0,-0.4416229643941485,BEAR_BREAKOUT,止损触发
