direction,entry_time,entry_price,exit_time,exit_price,size,pnl,pnl_percent,signal_type,exit_reason
LONG,2024-01-16T14:57:00,3892.0,2024-01-16T14:58:00,3896.0,1.0,4.0,0.10277492291880781,BULL_BREAKOUT,目标达成
LONG,2024-01-16T14:58:00,3896.0,2024-01-16T21:01:00,3916.0,1.0,20.0,0.5133470225872689,BULL_BREAKOUT,目标达成
LONG,2024-02-07T14:44:00,3834.0,2024-02-07T14:46:00,3841.0,1.0,7.0,0.1825769431403234,BULL_BREAKOUT,目标达成
LONG,2024-04-29T21:06:00,3706.0,2024-04-29T21:13:00,3691.0,1.0,-15.0,-0.404749055585537,BULL_BREAKOUT,止损触发
