direction,entry_time,entry_price,exit_time,exit_price,size,pnl,pnl_percent,signal_type,exit_reason
SHORT,2024-01-02T14:52:00,4042.0,2024-01-02T21:01:00,4051.0,1.0,-9.0,-0.2226620484908461,BEAR_BREAKOUT,止损
SHORT,2024-01-03T10:37:00,4057.0,2024-01-04T10:51:00,4042.0,1.0,15.0,0.3697313285679073,BEAR_BREAKOUT,移动止损
SHORT,2024-01-05T09:26:00,4018.0,2024-01-05T10:39:00,4004.0,1.0,14.0,0.34843205574912894,BEAR_BREAKOUT,移动止损
SHORT,2024-01-08T11:11:00,3954.0,2024-01-08T13:41:00,3943.0,1.0,11.0,0.278199291856348,BEAR_BREAKOUT,移动止损
SHORT,2024-01-08T14:29:00,3951.0,2024-01-08T21:13:00,3961.0,1.0,-10.0,-0.2531004808909137,BEAR_BREAKOUT,止损
SHORT,2024-01-08T21:32:00,3953.0,2024-01-08T22:59:00,3959.0,1.0,-6.0,-0.15178345560333922,BEAR_BREAKOUT,止损
SHORT,2024-01-09T13:53:00,3951.0,2024-01-09T14:34:00,3945.0,1.0,6.0,0.15186028853454822,BEAR_BREAKOUT,趋势反转
SHORT,2024-01-09T22:31:00,3932.0,2024-01-10T09:37:00,3914.0,1.0,18.0,0.4577822990844354,BEAR_BREAKOUT,移动止损
SHORT,2024-01-11T22:43:00,3911.0,2024-01-12T09:16:00,3919.0,1.0,-8.0,-0.2045512656609563,BEAR_BREAKOUT,止损
SHORT,2024-01-15T10:31:00,3896.0,2024-01-15T10:46:00,3903.0,1.0,-7.0,-0.17967145790554415,BEAR_BREAKOUT,止损
SHORT,2024-01-15T14:28:00,3911.0,2024-01-15T21:08:00,3894.0,1.0,17.0,0.4346714395295321,BEAR_BREAKOUT,移动止损
SHORT,2024-01-16T09:13:00,3889.0,2024-01-16T10:10:00,3899.0,1.0,-10.0,-0.2571355104139882,BEAR_BREAKOUT,止损
SHORT,2024-01-17T09:05:00,3908.0,2024-01-17T09:30:00,3914.0,1.0,-6.0,-0.15353121801432956,BEAR_BREAKOUT,止损
SHORT,2024-01-17T09:34:00,3909.0,2024-01-17T11:09:00,3886.0,1.0,23.0,0.588385776413405,BEAR_BREAKOUT,移动止损
SHORT,2024-01-17T14:16:00,3878.0,2024-01-17T14:30:00,3885.0,1.0,-7.0,-0.18050541516245489,BEAR_BREAKOUT,止损
SHORT,2024-01-17T21:53:00,3851.0,2024-01-17T22:18:00,3858.0,1.0,-7.0,-0.18177096857958971,BEAR_BREAKOUT,止损
SHORT,2024-01-18T09:36:00,3881.0,2024-01-18T11:00:00,3866.0,1.0,15.0,0.38649832517392424,BEAR_BREAKOUT,移动止损
SHORT,2024-01-18T22:52:00,3897.0,2024-01-19T09:06:00,3908.0,1.0,-11.0,-0.2822684115986656,BEAR_BREAKOUT,止损
SHORT,2024-01-19T09:28:00,3897.0,2024-01-19T09:34:00,3904.0,1.0,-7.0,-0.1796253528355145,BEAR_BREAKOUT,止损
SHORT,2024-01-19T13:34:00,3909.0,2024-01-19T14:17:00,3916.0,1.0,-7.0,-0.17907393195190585,BEAR_BREAKOUT,止损
SHORT,2024-01-19T14:29:00,3910.0,2024-01-19T14:33:00,3915.0,1.0,-5.0,-0.1278772378516624,BEAR_BREAKOUT,止损
SHORT,2024-01-19T21:55:00,3911.0,2024-01-22T09:15:00,3924.0,1.0,-13.0,-0.33239580669905394,BEAR_BREAKOUT,止损
SHORT,2024-01-22T14:20:00,3901.0,2024-01-22T21:33:00,3907.0,1.0,-6.0,-0.15380671622660858,BEAR_BREAKOUT,止损
SHORT,2024-01-23T09:33:00,3926.0,2024-01-23T10:03:00,3933.0,1.0,-7.0,-0.1782985226693836,BEAR_BREAKOUT,止损
SHORT,2024-01-23T11:10:00,3921.0,2024-01-23T13:31:00,3929.0,1.0,-8.0,-0.204029584289722,BEAR_BREAKOUT,止损
SHORT,2024-01-23T14:44:00,3929.0,2024-01-23T21:17:00,3937.0,1.0,-8.0,-0.20361415118350726,BEAR_BREAKOUT,止损
SHORT,2024-01-23T22:20:00,3933.0,2024-01-24T09:26:00,3941.0,1.0,-8.0,-0.20340706839562672,BEAR_BREAKOUT,止损
SHORT,2024-01-24T09:58:00,3937.0,2024-01-24T11:18:00,3944.0,1.0,-7.0,-0.17780035560071122,BEAR_BREAKOUT,止损
SHORT,2024-01-24T23:00:00,3974.0,2024-01-25T09:54:00,3982.0,1.0,-8.0,-0.20130850528434827,BEAR_BREAKOUT,止损
SHORT,2024-01-25T10:43:00,3975.0,2024-01-25T10:57:00,3980.0,1.0,-5.0,-0.12578616352201258,BEAR_BREAKOUT,止损
SHORT,2024-01-29T09:27:00,3985.0,2024-01-29T11:12:00,3973.0,1.0,12.0,0.301129234629862,BEAR_BREAKOUT,移动止损
SHORT,2024-01-29T13:35:00,3966.0,2024-01-29T14:44:00,3972.0,1.0,-6.0,-0.15128593040847202,BEAR_BREAKOUT,止损
SHORT,2024-01-29T21:45:00,3965.0,2024-01-29T22:53:00,3970.0,1.0,-5.0,-0.12610340479192939,BEAR_BREAKOUT,止损
SHORT,2024-01-30T09:15:00,3961.0,2024-01-30T09:47:00,3965.0,1.0,-4.0,-0.10098459984852311,BEAR_BREAKOUT,止损
SHORT,2024-01-30T14:27:00,3926.0,2024-01-30T21:47:00,3902.0,1.0,24.0,0.6113092205807438,BEAR_BREAKOUT,移动止损
SHORT,2024-01-31T11:28:00,3892.0,2024-01-31T21:14:00,3876.0,1.0,16.0,0.41109969167523125,BEAR_BREAKOUT,移动止损
SHORT,2024-02-01T13:35:00,3864.0,2024-02-01T14:36:00,3872.0,1.0,-8.0,-0.2070393374741201,BEAR_BREAKOUT,止损
SHORT,2024-02-01T15:00:00,3868.0,2024-02-01T21:16:00,3875.0,1.0,-7.0,-0.1809720785935884,BEAR_BREAKOUT,止损
SHORT,2024-02-01T22:24:00,3858.0,2024-02-02T09:10:00,3860.0,1.0,-2.0,-0.05184033177812338,BEAR_BREAKOUT,趋势反转
SHORT,2024-02-02T09:37:00,3855.0,2024-02-02T10:45:00,3836.0,1.0,19.0,0.4928664072632944,BEAR_BREAKOUT,移动止损
