index,equity
0,100000
1,100000
2,100000
3,100000
4,100000
5,100000
6,100000
7,100000
8,100000
9,100000
10,100000
11,100000
12,100000
13,100000
14,100000
15,100000
16,100000
17,100000
18,100000
19,100000
20,100000
21,99996.9994
22,99996.9994
23,99996.9994
24,99996.9994
25,99996.9994
26,99996.9994
27,99996.9994
28,99996.9994
29,99996.9994
30,99996.9994
31,99996.9994
32,99996.9994
33,99996.9994
34,99996.9994
35,99990.9982
36,99990.9982
37,99990.9982
38,99990.9982
39,99990.9982
40,99990.9982
41,99990.9982
42,99990.9982
43,99990.9982
44,99990.9982
45,99990.9982
46,99990.9982
47,99990.9982
48,99990.9982
49,99990.9982
50,99990.9982
51,99990.9982
52,99990.9982
53,99990.9982
54,99990.9982
55,99990.9982
56,99996.997
57,99996.997
58,99996.997
59,99996.997
60,99996.997
61,99996.997
62,99996.997
63,99996.997
64,99996.997
65,99996.997
66,100003.99560000001
67,100003.99560000001
68,100003.99560000001
69,100003.99560000001
70,100003.99560000001
71,100003.99560000001
72,100003.99560000001
73,100003.99560000001
74,100003.99560000001
75,100003.99560000001
76,100003.99560000001
77,100003.99560000001
78,100003.99560000001
79,100003.99560000001
80,100003.99560000001
81,100003.99560000001
82,100003.99560000001
83,100003.99560000001
84,100003.99560000001
85,100003.99560000001
86,100003.99560000001
87,100003.99560000001
88,100003.99560000001
89,100003.99560000001
90,100003.99560000001
91,100003.99560000001
92,100003.99560000001
93,100003.99560000001
94,100003.99560000001
95,100003.99560000001
96,100003.99560000001
97,100003.99560000001
98,100003.99560000001
99,100003.99560000001
100,100003.99560000001
101,100003.99560000001
102,100003.99560000001
103,100003.99560000001
104,100003.99560000001
105,100003.99560000001
106,100003.99560000001
107,100003.99560000001
108,100003.99560000001
109,100000.99500000001
110,100000.99500000001
111,100000.99500000001
112,100000.99500000001
113,100000.99500000001
114,100000.99500000001
115,100000.99500000001
116,100000.99500000001
117,100000.99500000001
118,100000.99500000001
119,100000.99500000001
120,100000.99500000001
121,100000.99500000001
122,100000.99500000001
123,100000.99500000001
124,100000.99500000001
125,100000.99500000001
126,100000.99500000001
127,100000.99500000001
128,100000.99500000001
129,100000.99500000001
130,100000.99500000001
131,100000.99500000001
132,100000.99500000001
133,100000.99500000001
134,100000.99500000001
135,100000.99500000001
136,100000.99500000001
137,100000.99500000001
138,100000.99500000001
139,100000.99500000001
140,100000.99500000001
141,100000.99500000001
142,99998.9946
143,99998.9946
144,99998.9946
145,99998.9946
146,99998.9946
147,99997.99440000001
148,99997.99440000001
149,99997.99440000001
150,99997.99440000001
151,99997.99440000001
152,99997.99440000001
153,99997.99440000001
154,99997.99440000001
155,99997.99440000001
156,99997.99440000001
157,99997.99440000001
158,99997.99440000001
159,99997.99440000001
160,99997.99440000001
161,99990.99300000002
162,99990.99300000002
163,99990.99300000002
164,99990.99300000002
165,99990.99300000002
166,99990.99300000002
167,99990.99300000002
168,99992.99260000001
169,99992.99260000001
170,99992.99260000001
171,99992.99260000001
172,99992.99260000001
173,99992.99260000001
174,99992.99260000001
175,99992.99260000001
176,99992.99260000001
177,99992.99260000001
178,99992.99260000001
179,99990.99220000001
180,99990.99220000001
181,99990.99220000001
182,99990.99220000001
183,99990.99220000001
184,99990.99220000001
185,99990.99220000001
186,99990.99220000001
187,99990.99220000001
188,99990.99220000001
189,99990.99220000001
190,99990.99220000001
191,99990.99220000001
192,99990.99220000001
193,99987.99160000001
194,99987.99160000001
195,99987.99160000001
196,99987.99160000001
197,99991.99080000001
198,99991.99080000001
199,99987.99000000002
200,99987.99000000002
201,99987.99000000002
202,99987.99000000002
203,99987.99000000002
204,99987.99000000002
205,99987.99000000002
206,99987.99000000002
207,99987.99000000002
208,99981.98880000002
209,99981.98880000002
210,99981.98880000002
211,99981.98880000002
212,99981.98880000002
213,99981.98880000002
214,99981.98880000002
215,99981.98880000002
216,99981.98880000002
217,99981.98880000002
218,99981.98880000002
219,99981.98880000002
220,99981.98880000002
221,99981.98880000002
222,99979.98840000002
223,99979.98840000002
224,99979.98840000002
225,99979.98840000002
226,99979.98840000002
227,99979.98840000002
228,99979.98840000002
229,99979.98840000002
230,99991.98600000002
231,99991.98600000002
232,99991.98600000002
233,99985.98480000002
234,99985.98480000002
235,99985.98480000002
236,99985.98480000002
237,99985.98480000002
